,Frame,x_center,y_center,w,h,label,type,FileName
9997,005014.jpg,33.0,493.0,61.0,294.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005014.jpg
9998,001480.jpg,639.0,364.0,641.0,551.0,10.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001480.jpg
9999,001480.jpg,388.0,160.0,296.0,310.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001480.jpg
10000,001480.jpg,448.0,240.0,367.0,374.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001480.jpg
10001,001480.jpg,581.0,344.0,497.0,473.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001480.jpg
10002,001480.jpg,385.0,603.0,209.0,75.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001480.jpg
10003,002800.jpg,462.0,370.0,232.0,322.0,6.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002800.jpg
10004,002800.jpg,512.0,324.0,332.0,425.0,6.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002800.jpg
10005,003183.jpg,444.0,313.0,44.0,26.0,13.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003183.jpg
10006,001675.jpg,468.0,341.0,824.0,586.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001675.jpg
10007,006098.jpg,492.0,161.0,512.0,133.0,14.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006098.jpg
10008,006098.jpg,659.0,141.0,95.0,58.0,5.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006098.jpg
10009,006098.jpg,301.0,154.0,125.0,51.0,5.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006098.jpg
10010,005648.jpg,112.0,228.0,98.0,177.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005648.jpg
10011,005648.jpg,345.0,242.0,167.0,151.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005648.jpg
10012,005648.jpg,619.0,501.0,285.0,193.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005648.jpg
10013,008317.jpg,447.0,358.0,611.0,565.0,5.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008317.jpg
10014,000890.jpg,826.0,452.0,123.0,320.0,8.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000890.jpg
10015,000890.jpg,741.0,553.0,96.0,107.0,8.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000890.jpg
10016,000890.jpg,690.0,492.0,132.0,237.0,8.0,test,./VOCdevkit2007/VOC2007/JPEGImages/000890.jpg
10017,007822.jpg,409.0,293.0,142.0,217.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007822.jpg
10018,007822.jpg,480.0,223.0,192.0,111.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007822.jpg
10019,007822.jpg,527.0,331.0,140.0,222.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007822.jpg
10020,003962.jpg,372.0,321.0,741.0,638.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003962.jpg
10021,003636.jpg,424.0,444.0,142.0,130.0,19.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10022,003636.jpg,602.0,509.0,117.0,90.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10023,003636.jpg,405.0,489.0,100.0,73.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10024,003636.jpg,360.0,503.0,113.0,75.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10025,003636.jpg,267.0,559.0,507.0,148.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10026,003636.jpg,122.0,592.0,228.0,96.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10027,003636.jpg,631.0,474.0,102.0,106.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10028,003636.jpg,634.0,439.0,184.0,67.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10029,003636.jpg,732.0,416.0,96.0,41.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10030,003636.jpg,716.0,429.0,69.0,36.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003636.jpg
10031,005392.jpg,513.0,272.0,895.0,356.0,13.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005392.jpg
10032,005392.jpg,396.0,262.0,60.0,129.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005392.jpg
10033,005392.jpg,604.0,466.0,98.0,348.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005392.jpg
10034,005392.jpg,496.0,463.0,140.0,350.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005392.jpg
10035,009918.jpg,389.0,438.0,324.0,404.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009918.jpg
10036,009918.jpg,621.0,254.0,543.0,392.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009918.jpg
10037,009918.jpg,224.0,104.0,252.0,204.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009918.jpg
10038,009918.jpg,258.0,318.0,513.0,632.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009918.jpg
10039,001859.jpg,469.0,321.0,889.0,638.0,12.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001859.jpg
10040,001328.jpg,437.0,369.0,363.0,350.0,7.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001328.jpg
10041,001328.jpg,480.0,333.0,956.0,614.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001328.jpg
10042,000035.jpg,184.0,390.0,365.0,452.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000035.jpg
10043,000035.jpg,656.0,355.0,474.0,375.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000035.jpg
10044,000035.jpg,929.0,437.0,61.0,208.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000035.jpg
10045,000035.jpg,483.0,579.0,954.0,121.0,11.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000035.jpg
10046,003347.jpg,249.0,170.0,125.0,36.0,13.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003347.jpg
10047,001641.jpg,548.0,375.0,428.0,531.0,18.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001641.jpg
10048,001641.jpg,783.0,155.0,177.0,188.0,18.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001641.jpg
10049,001641.jpg,86.0,404.0,165.0,471.0,18.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001641.jpg
10050,001641.jpg,760.0,549.0,399.0,179.0,18.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001641.jpg
10051,001205.jpg,386.0,324.0,434.0,357.0,14.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001205.jpg
10052,009350.jpg,479.0,489.0,913.0,238.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009350.jpg
10053,008873.jpg,314.0,308.0,282.0,330.0,13.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008873.jpg
10054,000379.jpg,469.0,305.0,762.0,555.0,12.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000379.jpg
10055,002744.jpg,683.0,442.0,509.0,396.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002744.jpg
10056,002744.jpg,181.0,335.0,359.0,610.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002744.jpg
10057,002953.jpg,113.0,369.0,131.0,386.0,3.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002953.jpg
10058,002953.jpg,250.0,381.0,138.0,403.0,3.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002953.jpg
10059,002953.jpg,396.0,389.0,157.0,422.0,3.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002953.jpg
10060,002953.jpg,607.0,308.0,384.0,436.0,2.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002953.jpg
10061,002953.jpg,241.0,175.0,140.0,138.0,2.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002953.jpg
10062,003493.jpg,554.0,304.0,582.0,198.0,13.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003493.jpg
10063,004579.jpg,481.0,326.0,958.0,198.0,17.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/004579.jpg
10064,001532.jpg,322.0,353.0,169.0,66.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10065,001532.jpg,473.0,370.0,102.0,40.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10066,001532.jpg,452.0,347.0,154.0,73.0,19.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10067,001532.jpg,669.0,346.0,140.0,120.0,19.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10068,001532.jpg,550.0,361.0,84.0,90.0,9.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10069,001532.jpg,687.0,376.0,41.0,58.0,9.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10070,001532.jpg,815.0,388.0,32.0,49.0,9.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10071,001532.jpg,551.0,307.0,81.0,124.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10072,001532.jpg,692.0,343.0,47.0,87.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10073,001532.jpg,815.0,359.0,45.0,81.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001532.jpg
10074,007805.jpg,456.0,322.0,447.0,633.0,6.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007805.jpg
10075,004988.jpg,482.0,299.0,956.0,546.0,13.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004988.jpg
10076,009044.jpg,779.0,123.0,117.0,100.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009044.jpg
10077,009044.jpg,926.0,204.0,67.0,189.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009044.jpg
10078,009044.jpg,119.0,280.0,127.0,366.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009044.jpg
10079,009044.jpg,177.0,172.0,58.0,89.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009044.jpg
10080,009044.jpg,42.0,242.0,69.0,245.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009044.jpg
10081,009044.jpg,521.0,328.0,854.0,497.0,9.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009044.jpg
10082,001383.jpg,510.0,384.0,636.0,297.0,17.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/001383.jpg
10083,009578.jpg,562.0,362.0,797.0,556.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/009578.jpg
10084,003787.jpg,488.0,448.0,211.0,200.0,8.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003787.jpg
10085,003787.jpg,698.0,404.0,198.0,286.0,8.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003787.jpg
10086,003787.jpg,772.0,287.0,376.0,414.0,8.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003787.jpg
10087,003787.jpg,207.0,263.0,353.0,521.0,8.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003787.jpg
10088,003787.jpg,346.0,394.0,88.0,76.0,5.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003787.jpg
10089,002607.jpg,455.0,307.0,426.0,163.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002607.jpg
10090,002607.jpg,454.0,268.0,48.0,44.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002607.jpg
10091,008935.jpg,564.0,323.0,720.0,578.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/008935.jpg
10092,007032.jpg,482.0,441.0,956.0,398.0,10.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007032.jpg
10093,007032.jpg,622.0,317.0,323.0,546.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007032.jpg
10094,007032.jpg,325.0,410.0,474.0,201.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007032.jpg
10095,001218.jpg,472.0,300.0,864.0,341.0,19.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001218.jpg
10096,005486.jpg,475.0,335.0,793.0,428.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005486.jpg
10097,005486.jpg,722.0,225.0,476.0,215.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005486.jpg
10098,005486.jpg,34.0,354.0,60.0,329.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/005486.jpg
10099,004670.jpg,674.0,485.0,165.0,104.0,7.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004670.jpg
10100,007195.jpg,817.0,345.0,286.0,590.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007195.jpg
10101,007195.jpg,477.0,276.0,628.0,133.0,17.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007195.jpg
10102,008445.jpg,471.0,324.0,939.0,632.0,17.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008445.jpg
10103,008445.jpg,316.0,280.0,56.0,113.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008445.jpg
10104,008756.jpg,479.0,252.0,152.0,90.0,16.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008756.jpg
10105,002118.jpg,182.0,596.0,361.0,88.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002118.jpg
10106,002118.jpg,374.0,473.0,745.0,333.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002118.jpg
10107,002118.jpg,441.0,436.0,877.0,320.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002118.jpg
10108,002118.jpg,410.0,329.0,785.0,240.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002118.jpg
10109,002118.jpg,444.0,328.0,883.0,253.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002118.jpg
10110,002118.jpg,674.0,307.0,522.0,195.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002118.jpg
10111,002118.jpg,121.0,193.0,150.0,48.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002118.jpg
10112,006343.jpg,660.0,345.0,240.0,170.0,10.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006343.jpg
10113,002390.jpg,528.0,290.0,453.0,472.0,14.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002390.jpg
10114,002390.jpg,254.0,497.0,117.0,42.0,14.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002390.jpg
10115,009533.jpg,454.0,272.0,313.0,125.0,14.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009533.jpg
10116,009533.jpg,248.0,338.0,84.0,27.0,14.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009533.jpg
10117,007352.jpg,481.0,294.0,954.0,580.0,13.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007352.jpg
10118,007352.jpg,859.0,399.0,202.0,75.0,13.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007352.jpg
10119,007352.jpg,773.0,406.0,33.0,58.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007352.jpg
10120,009816.jpg,234.0,423.0,134.0,72.0,15.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009816.jpg
10121,009816.jpg,330.0,393.0,81.0,38.0,15.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009816.jpg
10122,009816.jpg,497.0,404.0,92.0,77.0,15.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009816.jpg
10123,009816.jpg,659.0,378.0,92.0,56.0,15.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009816.jpg
10124,009816.jpg,816.0,346.0,111.0,58.0,15.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009816.jpg
10125,009816.jpg,864.0,333.0,92.0,55.0,15.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009816.jpg
10126,009816.jpg,943.0,326.0,35.0,61.0,15.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009816.jpg
10127,009816.jpg,637.0,351.0,92.0,49.0,15.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009816.jpg
10128,009816.jpg,514.0,368.0,98.0,39.0,15.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009816.jpg
10129,000192.jpg,453.0,375.0,461.0,531.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000192.jpg
10130,000192.jpg,49.0,501.0,90.0,278.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000192.jpg
10131,004188.jpg,684.0,321.0,551.0,638.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004188.jpg
10132,004188.jpg,281.0,340.0,44.0,56.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004188.jpg
10133,004188.jpg,246.0,248.0,65.0,60.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004188.jpg
10134,004188.jpg,167.0,257.0,58.0,67.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/004188.jpg
10135,001846.jpg,367.0,456.0,561.0,363.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001846.jpg
10136,009670.jpg,332.0,453.0,276.0,374.0,16.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009670.jpg
10137,009670.jpg,744.0,292.0,205.0,227.0,16.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009670.jpg
10138,009259.jpg,486.0,279.0,161.0,181.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009259.jpg
10139,009259.jpg,486.0,339.0,330.0,213.0,9.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009259.jpg
10140,005627.jpg,732.0,354.0,428.0,274.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005627.jpg
10141,005627.jpg,434.0,319.0,480.0,240.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005627.jpg
10142,005627.jpg,182.0,286.0,319.0,197.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005627.jpg
10143,005627.jpg,66.0,265.0,129.0,137.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005627.jpg
10144,005627.jpg,613.0,215.0,148.0,91.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005627.jpg
10145,005627.jpg,905.0,221.0,109.0,112.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005627.jpg
10146,005627.jpg,405.0,512.0,173.0,210.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005627.jpg
10147,009136.jpg,183.0,458.0,259.0,364.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009136.jpg
10148,009136.jpg,918.0,456.0,84.0,369.0,4.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009136.jpg
10149,009136.jpg,453.0,379.0,468.0,522.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009136.jpg
10150,003427.jpg,542.0,335.0,835.0,609.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003427.jpg
10151,003427.jpg,481.0,320.0,958.0,637.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003427.jpg
10152,009224.jpg,621.0,364.0,678.0,246.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009224.jpg
10153,009224.jpg,641.0,294.0,228.0,379.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009224.jpg
10154,009224.jpg,550.0,253.0,154.0,352.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009224.jpg
10155,009224.jpg,161.0,263.0,159.0,219.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009224.jpg
10156,009224.jpg,41.0,236.0,77.0,192.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009224.jpg
10157,003560.jpg,554.0,350.0,732.0,509.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003560.jpg
10158,008549.jpg,720.0,189.0,372.0,236.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008549.jpg
10159,008549.jpg,517.0,325.0,655.0,538.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008549.jpg
10160,008549.jpg,95.0,157.0,125.0,244.0,8.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008549.jpg
10161,006153.jpg,526.0,331.0,123.0,109.0,17.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/006153.jpg
10162,003146.jpg,247.0,403.0,328.0,283.0,8.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/003146.jpg
10163,000320.jpg,822.0,22.0,82.0,24.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000320.jpg
10164,000320.jpg,737.0,23.0,82.0,20.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000320.jpg
10165,000320.jpg,641.0,19.0,115.0,36.0,0.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000320.jpg
10166,000320.jpg,477.0,370.0,950.0,540.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/000320.jpg
10167,007114.jpg,408.0,388.0,804.0,504.0,10.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/007114.jpg
10168,007114.jpg,594.0,341.0,336.0,598.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/007114.jpg
10169,007114.jpg,300.0,454.0,409.0,369.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/007114.jpg
10170,003263.jpg,225.0,490.0,444.0,297.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003263.jpg
10171,007903.jpg,576.0,442.0,768.0,396.0,10.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007903.jpg
10172,007903.jpg,827.0,305.0,267.0,258.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007903.jpg
10173,007903.jpg,179.0,382.0,353.0,515.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007903.jpg
10174,009331.jpg,57.0,166.0,109.0,328.0,6.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009331.jpg
10175,009331.jpg,175.0,237.0,131.0,399.0,1.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009331.jpg
10176,009331.jpg,304.0,393.0,225.0,213.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009331.jpg
10177,009331.jpg,595.0,393.0,192.0,121.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009331.jpg
10178,009331.jpg,713.0,407.0,156.0,145.0,7.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009331.jpg
10179,003938.jpg,613.0,425.0,394.0,430.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003938.jpg
10180,001753.jpg,364.0,468.0,716.0,152.0,17.0,test,./VOCdevkit2007/VOC2007/JPEGImages/001753.jpg
10181,003904.jpg,863.0,457.0,194.0,278.0,0.0,test,./VOCdevkit2007/VOC2007/JPEGImages/003904.jpg
10182,009836.jpg,474.0,332.0,211.0,186.0,14.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/009836.jpg
10183,007440.jpg,312.0,305.0,620.0,297.0,15.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007440.jpg
10184,007440.jpg,811.0,288.0,298.0,210.0,15.0,test,./VOCdevkit2007/VOC2007/JPEGImages/007440.jpg
10185,005233.jpg,696.0,335.0,171.0,172.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10186,005233.jpg,831.0,387.0,250.0,358.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10187,005233.jpg,122.0,445.0,240.0,345.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10188,005233.jpg,171.0,320.0,300.0,186.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10189,005233.jpg,380.0,230.0,84.0,99.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10190,005233.jpg,683.0,589.0,390.0,102.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10191,005233.jpg,840.0,509.0,232.0,256.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10192,005233.jpg,366.0,296.0,140.0,84.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10193,005233.jpg,268.0,290.0,98.0,157.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10194,005233.jpg,566.0,419.0,42.0,138.0,3.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10195,005233.jpg,413.0,311.0,31.0,84.0,3.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10196,005233.jpg,463.0,321.0,31.0,79.0,3.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10197,005233.jpg,452.0,484.0,528.0,299.0,11.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10198,005233.jpg,267.0,245.0,204.0,60.0,11.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10199,005233.jpg,213.0,207.0,50.0,36.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/005233.jpg
10200,006705.jpg,345.0,453.0,348.0,326.0,10.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006705.jpg
10201,006705.jpg,370.0,317.0,248.0,131.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006705.jpg
10202,006705.jpg,458.0,411.0,182.0,140.0,1.0,test,./VOCdevkit2007/VOC2007/JPEGImages/006705.jpg
10203,008236.jpg,434.0,297.0,104.0,61.0,13.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008236.jpg
10204,008236.jpg,468.0,354.0,92.0,67.0,13.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/008236.jpg
10205,002167.jpg,230.0,475.0,234.0,323.0,16.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002167.jpg
10206,002167.jpg,635.0,484.0,125.0,304.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002167.jpg
10207,002167.jpg,710.0,446.0,123.0,357.0,4.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002167.jpg
10208,002167.jpg,399.0,467.0,780.0,331.0,11.0,test,./VOCdevkit2007/VOC2007/JPEGImages/002167.jpg
10209,002940.jpg,802.0,420.0,309.0,423.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002940.jpg
10210,002940.jpg,733.0,221.0,42.0,56.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002940.jpg
10211,002940.jpg,776.0,201.0,46.0,34.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002940.jpg
10212,002940.jpg,505.0,212.0,61.0,49.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002940.jpg
10213,002940.jpg,96.0,216.0,58.0,56.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002940.jpg
10214,002940.jpg,40.0,288.0,77.0,125.0,18.0,trainval,./VOCdevkit2007/VOC2007/JPEGImages/002940.jpg
